"","idNum","date","problem","MDC","citationIssued","personSearch","vehicleSearch","preRace","race","gender","lat","long","policePrecinct","neighborhood"
"11328","17-040334",2017-02-03 19:55:24,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",45.04172274,-93.28523689,4,"Camden Industrial"
"11329","17-040338",2017-02-03 19:58:07,"traffic","MDC",NA,"NO","NO","Unknown","White","Female",45.01010491,-93.28184087,4,"Hawthorne"
"11330","17-040339",2017-02-03 19:58:34,"traffic","MDC",NA,"NO","NO","Unknown","White","Female",44.94880176,-93.20761583,3,"Cooper"
"11331","17-040344",2017-02-03 20:03:16,"suspicious","MDC",NA,"NO","NO","White","Unknown","Male",44.97362151,-93.22639333,2,"Prospect Park - East River Road"
"11332","17-040346",2017-02-03 20:05:39,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",45.00779037,-93.28340583,4,"Hawthorne"
"11333","17-040356",2017-02-03 20:15:00,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.93056226,-93.22084753,3,"Howe"
"11334","17-040357",2017-02-03 20:15:31,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.97381,-93.27957,1,"Downtown West"
"11335","17-040366",2017-02-03 20:19:26,"suspicious","MDC",NA,"NO","NO","Unknown","White","Male",44.97839171,-93.27422196,1,"Downtown West"
"11337","17-040385",2017-02-03 20:35:10,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",44.99914804,-93.29181556,4,"Near - North"
"11338","17-040387",2017-02-03 20:37:22,"traffic","MDC",NA,"NO","NO","Unknown","Black","Female",44.94836921,-93.24932366,3,"Powderhorn Park"
"11339","17-040393",2017-02-03 20:46:01,"suspicious","MDC",NA,"NO","NO","Native American","Native American","Female",44.94836976,-93.23685477,3,"Longfellow"
"11340","17-040398",2017-02-03 20:52:02,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.9714002,-93.25931171,1,"Elliot Park"
"11341","17-040413",2017-02-03 21:01:53,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.97082158,-93.25795031,1,"Elliot Park"
"11342","17-040416",2017-02-03 21:02:58,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.9843219,-93.28367493,1,"North Loop"
"11343","17-040417",2017-02-03 21:03:30,"suspicious","other",NA,NA,NA,NA,NA,NA,44.97802,-93.27703,1,"Downtown West"
"11344","17-040419",2017-02-03 21:04:52,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.97533503,-93.27763636,1,"Downtown West"
"11345","17-040426",2017-02-03 21:09:27,"traffic","MDC",NA,"YES","YES","Unknown","Black","Male",45.02397,-93.29311,4,"Webber - Camden"
"11346","17-040429",2017-02-03 21:14:03,"traffic","MDC",NA,"NO","NO","Unknown","Black","Female",44.9915,-93.30446,4,"Willard - Hay"
"11348","17-040440",2017-02-03 21:18:19,"traffic","MDC",NA,"NO","NO","Unknown","White","Female",44.97533054,-93.28288248,1,"North Loop"
"11349","17-040443",2017-02-03 21:20:33,"suspicious","MDC",NA,"NO","NO","Unknown","Black","Male",44.9546312,-93.27659023,5,"Whittier"
"11350","17-040444",2017-02-03 21:21:02,"traffic","MDC",NA,"YES","YES","Unknown","Black","Male",44.989,-93.29288,4,"Sumner - Glenwood"
"11351","17-040445",2017-02-03 21:23:12,"traffic","MDC",NA,"NO","NO","Unknown","Other","Male",44.98022346,-93.27684158,1,"Downtown West"
"11352","17-040449",2017-02-03 21:25:52,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",44.9987097,-93.25435295,2,"St. Anthony East"
"11354","17-040459",2017-02-03 21:30:20,"suspicious","other",NA,NA,NA,NA,NA,NA,44.99970197,-93.31205256,4,"Willard - Hay"
"11355","17-040462",2017-02-03 21:33:23,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",44.969583,-93.25808974,1,"Elliot Park"
"11356","17-040465",2017-02-03 21:36:31,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.97833217,-93.26178607,1,"Downtown West"
"11358","17-040486",2017-02-03 21:48:57,"traffic","MDC",NA,"NO","NO","Unknown","Black","Female",44.95552926,-93.26576686,3,"Phillips West"
"11359","17-040494",2017-02-03 21:51:32,"traffic","MDC",NA,"NO","NO","Unknown","Other","Male",44.97037639,-93.2476225,1,"Cedar Riverside"
"11360","17-040500",2017-02-03 21:58:09,"traffic","MDC",NA,"NO","NO","White","White","Female",44.97894,-93.30961,4,"Harrison"
"11361","17-040504",2017-02-03 22:00:42,"traffic","MDC",NA,"NO","NO","Unknown","Asian","Male",45.02391144,-93.28263502,4,"Webber - Camden"
"11362","17-040511",2017-02-03 22:05:35,"traffic","MDC",NA,"NO","NO","Unknown","White","Female",44.96269691,-93.28306101,5,"Steven's Square - Loring Heights"
"11363","17-040530",2017-02-03 22:20:46,"traffic","MDC",NA,"NO","NO","Unknown","Unknown","Male",44.96331898,-93.2689356,3,"Ventura Village"
"11364","17-040537",2017-02-03 22:25:36,"traffic","MDC",NA,"NO","NO","Unknown","Asian","Male",45.01316755,-93.26388946,2,"Bottineau"
"11366","17-040569",2017-02-03 22:43:45,"suspicious","MDC",NA,"NO","NO","Black","Black","Male",44.98080828,-93.27314066,1,"Downtown West"
"11367","17-040570",2017-02-03 22:44:55,"suspicious","MDC",NA,"NO","NO","Unknown","Unknown","Unknown",44.92422464,-93.26889052,3,"Regina"
"11368","17-040571",2017-02-03 22:45:21,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",45.04032,-93.28713,4,"Lind - Bohanon"
"11369","17-040572",2017-02-03 22:45:24,"suspicious","MDC",NA,"NO","NO","Unknown","Black","Male",44.9488397,-93.26267192,3,"Phillips West"
"11370","17-040577",2017-02-03 22:47:10,"suspicious","MDC",NA,"NO","NO","Unknown","Unknown","Unknown",44.93559,-93.26375,3,"Central"
"11371","17-040579",2017-02-03 22:49:30,"traffic","MDC",NA,"NO","NO","Unknown","Other","Male",44.97019001,-93.28700824,5,"Loring Park"
"11373","17-040589",2017-02-03 22:56:21,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",44.99146085,-93.2812289,1,"North Loop"
"11374","17-040591",2017-02-03 22:56:56,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",45.02302234,-93.28805488,4,"McKinley"
"11375","17-040593",2017-02-03 22:58:02,"traffic","MDC",NA,"YES","YES","Unknown","East African","Male",44.90513,-93.30863,5,"Lynnhurst"
"11376","17-040594",2017-02-03 22:59:24,"traffic","MDC",NA,"NO","NO","Unknown","Asian","Male",44.98816666,-93.27760082,1,"North Loop"
"11377","17-040600",2017-02-03 23:00:48,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.97904882,-93.24475735,2,"Marcy Holmes"
"11378","17-040611",2017-02-03 23:11:21,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",44.96182,-93.2582,3,"Ventura Village"
"11379","17-040612",2017-02-03 23:15:25,"traffic","MDC",NA,"YES","NO","Unknown","East African","Male",44.98363398,-93.24365922,2,"Marcy Holmes"
"11380","17-040615",2017-02-03 23:17:56,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.94891146,-93.29367343,5,"Lowry Hill East"
"11381","17-040616",2017-02-03 23:18:06,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",44.98561,-93.28552,1,"North Loop"
"11382","17-040622",2017-02-03 23:26:17,"traffic","other",NA,NA,NA,NA,NA,NA,44.99741,-93.29564,4,"Near - North"
"11383","17-040629",2017-02-03 23:29:42,"traffic","MDC",NA,"NO","NO","White","White","Male",44.95196,-93.24357,3,"East Phillips"
"11384","17-040633",2017-02-03 23:33:38,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",44.89400391,-93.27810517,5,"Windom"
"11385","17-040641",2017-02-03 23:38:24,"traffic","MDC",NA,"NO","NO","White","White","Female",45.0031,-93.30514,4,"Jordan"
"11386","17-040645",2017-02-03 23:40:32,"traffic","MDC",NA,"NO","NO","Black","East African","Male",44.9653,-93.23298,1,"Cedar Riverside"
"11387","17-040651",2017-02-03 23:48:51,"traffic","MDC",NA,"NO","NO","Unknown","White","Female",44.99914804,-93.29181556,4,"Near - North"
"11388","17-040656",2017-02-03 23:53:00,"traffic","MDC",NA,"NO","NO","White","White","Female",44.9627,-93.26255,3,"Ventura Village"
"11389","17-040658",2017-02-03 23:55:25,"traffic","MDC",NA,"YES","NO","Unknown","Black","Female",44.99249364,-93.28799375,4,"Near - North"
"11390","17-040669",2017-02-04 00:07:19,"traffic","MDC",NA,"NO","NO","White","White","Male",44.96642699,-93.25727693,1,"Elliot Park"
"11392","17-040676",2017-02-04 00:12:34,"suspicious","MDC",NA,"NO","NO","Other","Black","Unknown",44.94581681,-93.27155345,3,"Central"
"11393","17-040679",2017-02-04 00:15:31,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.985013,-93.28466645,1,"North Loop"
"11394","17-040681",2017-02-04 00:17:16,"suspicious","MDC",NA,"NO","NO","Unknown","Black","Male",44.98080828,-93.27314066,1,"Downtown West"
"11395","17-040688",2017-02-04 00:20:19,"suspicious","MDC",NA,"NO","NO","Unknown","Unknown","Unknown",44.95464106,-93.24736686,3,"East Phillips"
"11396","17-040689",2017-02-04 00:21:05,"traffic","MDC",NA,"NO","NO","Unknown","White","Female",44.98544579,-93.28551937,1,"North Loop"
"11397","17-040693",2017-02-04 00:24:41,"traffic","MDC",NA,"YES","NO","Unknown","Black","Male",44.94835,-93.28301,5,"Lyndale"
"11398","17-040694",2017-02-04 00:24:45,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",44.9723097,-93.25575364,1,"Downtown East"
"11399","17-040702",2017-02-04 00:30:54,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",44.98422023,-93.28301113,1,"North Loop"
"11400","17-040705",2017-02-04 00:33:12,"traffic","MDC",NA,"NO","NO","Unknown","Unknown","Female",45.01317,-93.24378,2,"Audubon Park"
"11401","17-040711",2017-02-04 00:38:09,"traffic","MDC",NA,"NO","NO","Unknown","Other","Male",44.94659,-93.2797,5,"Lyndale"
"11402","17-040721",2017-02-04 00:51:07,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",44.95552853,-93.26703224,3,"Phillips West"
"11403","17-040729",2017-02-04 00:59:45,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.98698,-93.25928,2,"Nicollet Island - East Bank"
"11404","17-040734",2017-02-04 01:02:26,"traffic","MDC",NA,"NO","NO","Unknown","Black","Female",45.00866827,-93.30063047,4,"Jordan"
"11405","17-040736",2017-02-04 01:03:25,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.94570081,-93.26390974,3,"Central"
"11406","17-040741",2017-02-04 01:06:54,"traffic","MDC",NA,"NO","NO","Unknown","Latino","Male",44.97912392,-93.26666469,1,"Downtown West"
"11407","17-040748",2017-02-04 01:13:15,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",44.97912392,-93.26666469,1,"Downtown West"
"11408","17-040756",2017-02-04 01:18:58,"suspicious","MDC",NA,"NO","NO","Unknown","Black","Male",44.97798,-93.2748,1,"Downtown West"
"11409","17-040769",2017-02-04 01:32:33,"traffic","MDC",NA,"NO","NO","Unknown","White","Female",44.94922369,-93.29509068,5,"Lowry Hill East"
"11410","17-040775",2017-02-04 01:36:35,"suspicious","MDC",NA,"NO","NO","Unknown","White","Male",44.9800647,-93.27188308,1,"Downtown West"
"11411","17-040778",2017-02-04 01:38:58,"traffic","MDC",NA,"NO","YES","Unknown","Black","Female",44.96269,-93.27022,5,"Steven's Square - Loring Heights"
"11412","17-040786",2017-02-04 01:42:33,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.97755052,-93.26613648,1,"Downtown West"
"11413","17-040787",2017-02-04 01:42:36,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.9510062,-93.25248237,3,"Midtown Phillips"
"11414","17-040799",2017-02-04 01:48:48,"suspicious","MDC",NA,"NO","NO","Unknown","Unknown","Unknown",44.9820925,-93.23815506,2,"Marcy Holmes"
"11415","17-040801",2017-02-04 01:49:03,"suspicious","MDC",NA,"NO","NO","Unknown","Black","Male",44.97998625,-93.27428374,1,"Downtown West"
"11416","17-040803",2017-02-04 01:51:04,"traffic","MDC",NA,"NO","NO","Unknown","Unknown","Male",44.96284,-93.25108,3,"Ventura Village"
"11417","17-040808",2017-02-04 01:55:07,"suspicious","MDC",NA,"NO","NO","Unknown","Other","Male",44.9652876,-93.27933147,5,"Steven's Square - Loring Heights"
"11418","17-040809",2017-02-04 01:57:17,"traffic","MDC",NA,"NO","NO","Unknown","Black","Female",44.95642529,-93.26513075,3,"Phillips West"
"11419","17-040816",2017-02-04 02:03:22,"traffic","MDC",NA,"NO","NO","Unknown","Black","Female",44.99735768,-93.24480587,2,"Beltrami"
"11420","17-040821",2017-02-04 02:07:24,"traffic","MDC",NA,"NO","NO","Unknown","White","Female",44.97178382,-93.26638564,1,"Elliot Park"
"11421","17-040822",2017-02-04 02:07:24,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",45.00926961,-93.26310961,2,"Holland"
"11422","17-040823",2017-02-04 02:07:31,"traffic","MDC",NA,"YES","YES","Unknown","Black","Male",45.01493017,-93.26149287,2,"Holland"
"11423","17-040830",2017-02-04 02:12:06,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",44.97414294,-93.28679339,1,"Loring Park"
"11424","17-040856",2017-02-04 02:28:54,"traffic","MDC",NA,"NO","NO","Unknown","Other","Male",44.96327043,-93.28935955,5,"Lowry Hill East"
"11425","17-040857",2017-02-04 02:30:55,"suspicious","MDC",NA,"NO","NO","Unknown","Unknown","Unknown",44.9887226,-93.23076279,2,"Como"
"11426","17-040860",2017-02-04 02:34:36,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.9591231,-93.29119882,5,"Lowry Hill East"
"11427","17-040869",2017-02-04 02:42:23,"suspicious","MDC",NA,"NO","NO","Unknown","Unknown","Unknown",44.99154053,-93.31526321,4,"Willard - Hay"
"11428","17-040881",2017-02-04 02:49:07,"suspicious","MDC",NA,"NO","NO","Unknown","Black","Male",44.97390086,-93.27292145,1,"Downtown West"
"11429","17-040887",2017-02-04 02:57:17,"suspicious","MDC",NA,"NO","NO","White","White","Male",44.97998625,-93.27428374,1,"Downtown West"
"11430","17-040894",2017-02-04 03:10:27,"traffic","MDC",NA,"NO","NO","Unknown","Black","Female",44.95912253,-93.28738913,5,"Whittier"
"11431","17-040896",2017-02-04 03:14:36,"traffic","MDC",NA,"NO","NO","Unknown","Other","Male",44.97614,-93.26735,1,"Downtown West"
"11432","17-040898",2017-02-04 03:23:20,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",44.99083,-93.29818,4,"Near - North"
"11433","17-040901",2017-02-04 03:26:27,"suspicious","other",NA,NA,NA,NA,NA,NA,44.96091,-93.28801,5,"Whittier"
"11435","17-040926",2017-02-04 04:53:00,"suspicious","MDC",NA,"NO","NO","Unknown","Black","Female",44.97021,-93.24725,1,"Cedar Riverside"
"11436","17-040931",2017-02-04 05:11:00,"suspicious","MDC",NA,"NO","NO","White","Unknown","Male",44.91708716,-93.24730493,3,"Northrop"
"11437","17-041001",2017-02-04 08:43:30,"suspicious","MDC",NA,"NO","NO","Unknown","Unknown","Male",44.99686192,-93.29105312,4,"Near - North"
"11438","17-041002",2017-02-04 08:46:29,"traffic","MDC",NA,"YES","YES","Unknown","Black","Male",44.96269,-93.26895,3,"Ventura Village"
"11439","17-041009",2017-02-04 09:01:21,"suspicious","MDC",NA,"NO","NO","Unknown","Unknown","Unknown",44.91972,-93.26769,3,"Regina"
"11440","17-041010",2017-02-04 09:03:09,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.96522,-93.27276,5,"Steven's Square - Loring Heights"
"11441","17-041018",2017-02-04 09:17:54,"traffic","MDC",NA,"NO","NO","White","White","Female",44.97366129,-93.22790293,2,"University of Minnesota"
"11442","17-041027",2017-02-04 09:41:08,"suspicious","MDC",NA,"NO","NO","Black","Black","Male",45.03043072,-93.28804629,4,"Webber - Camden"
"11443","17-041032",2017-02-04 09:54:19,"suspicious","other",NA,NA,NA,NA,NA,NA,45.01493,-93.2918,4,"McKinley"
"11444","17-041044",2017-02-04 10:13:13,"suspicious","MDC",NA,"NO","NO","Unknown","Unknown","Unknown",44.89156817,-93.29087918,5,"Windom"
"11445","17-041045",2017-02-04 10:13:58,"suspicious","MDC",NA,"NO","NO","Asian","Unknown","Male",44.96002154,-93.29183072,5,"Lowry Hill East"
"11446","17-041056",2017-02-04 10:34:45,"suspicious","MDC",NA,"NO","NO","White","Unknown","Unknown",45.02581,-93.29692,4,"Webber - Camden"
"11447","17-041060",2017-02-04 10:41:55,"suspicious","MDC",NA,"NO","NO","Latino","Latino","Male",44.94954085,-93.27968211,5,"Whittier"
"11448","17-041069",2017-02-04 10:57:36,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",45.0075,-93.25247,2,"Logan Park"
"11449","17-041081",2017-02-04 11:13:45,"suspicious","other",NA,NA,NA,NA,NA,NA,44.90990608,-93.21775398,3,"Minnehaha"
"11450","17-041083",2017-02-04 11:15:21,"traffic","MDC",NA,"NO","NO","Unknown","Black","Female",45.01861868,-93.30254737,4,"Folwell"
"11451","17-041119",2017-02-04 12:03:53,"suspicious","MDC",NA,"NO","NO","White","White","Male",44.94834712,-93.28052287,5,"Whittier"
"11452","17-041121",2017-02-04 12:06:53,"suspicious","MDC",NA,"NO","NO","Unknown","Unknown","Unknown",44.96091,-93.2611,3,"Ventura Village"
"11453","17-041124",2017-02-04 12:08:34,"suspicious","MDC",NA,"NO","NO","Native American","Native American","Female",44.96547616,-93.28794072,5,"Lowry Hill East"
"11454","17-041135",2017-02-04 12:30:21,"traffic","MDC",NA,"NO","NO","White","White","Female",45.00596,-93.23973,2,"Windom Park"
"11455","17-041137",2017-02-04 12:34:16,"traffic","MDC",NA,"NO","NO","Unknown","Asian","Female",44.98000905,-93.23617077,2,"Marcy Holmes"
"11456","17-041145",2017-02-04 12:42:15,"traffic","MDC",NA,"NO","NO","White","White","Male",45.00777,-93.241,2,"Windom Park"
"11457","17-041159",2017-02-04 12:59:09,"suspicious","MDC",NA,"NO","NO","Black","Unknown","Male",44.97577,-93.27796,1,"Downtown West"
"11458","17-041192",2017-02-04 13:58:24,"suspicious","MDC",NA,"NO","NO","Unknown","Unknown","Unknown",44.96272054,-93.25611556,3,"Ventura Village"
"11459","17-041196",2017-02-04 14:03:05,"suspicious","MDC",NA,"YES","NO","White","White","Male",44.94834712,-93.28052287,5,"Whittier"
"11460","17-041208",2017-02-04 14:15:36,"suspicious","MDC",NA,"NO","NO","Unknown","Black","Male",45.00023,-93.28799,4,"Hawthorne"
"11463","17-041222",2017-02-04 14:29:08,"traffic","MDC",NA,"NO","NO","Unknown","Black","Female",45.00771968,-93.28862611,4,"Hawthorne"
"11464","17-041226",2017-02-04 14:32:36,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",45.0048,-93.28493,4,"Hawthorne"
"11465","17-041228",2017-02-04 14:36:28,"suspicious","MDC",NA,"NO","NO","Native American","Native American","Male",44.96276,-93.23616,3,"Seward"
"11466","17-041234",2017-02-04 14:47:39,"traffic","MDC",NA,"NO","NO","Unknown","White","Female",44.96716,-93.28799,1,"Loring Park"
"11467","17-041257",2017-02-04 15:20:32,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.9483555,-93.27730268,5,"Lyndale"
"11468","17-041261",2017-02-04 15:26:08,"suspicious","MDC",NA,"NO","NO","Latino","Unknown","Unknown",45.01229722,-93.23329624,2,"Windom Park"
"11469","17-041265",2017-02-04 15:31:46,"traffic","MDC",NA,"NO","NO","White","White","Male",44.95912075,-93.29359915,5,"Lowry Hill East"
"11470","17-041303",2017-02-04 16:07:17,"suspicious","MDC",NA,"NO","NO","Latino","Latino","Male",44.96271,-93.25966,3,"Ventura Village"
"11471","17-041331",2017-02-04 17:01:43,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",44.94955167,-93.28134598,5,"Whittier"
"11472","17-041333",2017-02-04 17:07:04,"traffic","MDC",NA,"NO","NO","Unknown","White","Female",44.94837,-93.29701,5,"Lowry Hill East"
"11473","17-041343",2017-02-04 17:17:40,"traffic","MDC",NA,"NO","NO","Unknown","East African","Female",45.00593,-93.24737,2,"Logan Park"
"11474","17-041348",2017-02-04 17:25:45,"traffic","MDC",NA,"NO","NO","Unknown","White","Female",44.94926,-93.29828,5,"Lowry Hill East"
"11476","17-041362",2017-02-04 17:39:13,"suspicious","MDC",NA,"NO","NO","East African","East African","Male",44.96332106,-93.25968451,3,"Ventura Village"
"11477","17-041368",2017-02-04 17:43:54,"traffic","MDC",NA,"NO","NO","Unknown","White","Female",44.9377,-93.2933,5,"CARAG"
"11478","17-041376",2017-02-04 17:52:37,"traffic","MDC",NA,"NO","NO","Unknown","Black","Female",44.9915,-93.30572,4,"Willard - Hay"
"11479","17-041378",2017-02-04 17:53:24,"traffic","MDC",NA,"NO","NO","Unknown","White","Female",44.94131,-93.28817,5,"Lyndale"
"11480","17-041397",2017-02-04 18:13:09,"traffic","MDC",NA,"NO","NO","Unknown","Black","Female",44.94836,-93.27792,5,"Lyndale"
"11481","17-041401",2017-02-04 18:13:46,"suspicious","MDC",NA,"NO","NO","Unknown","Unknown","Unknown",44.96007641,-93.22826714,3,"Seward"
"11482","17-041402",2017-02-04 18:14:37,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",44.96396,-93.27782,5,"Steven's Square - Loring Heights"
"11483","17-041407",2017-02-04 18:15:53,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",44.95552699,-93.27468642,5,"Whittier"
"11484","17-041416",2017-02-04 18:21:36,"traffic","other",NA,NA,NA,NA,NA,NA,44.97343,-93.22137,2,"Prospect Park - East River Road"
"11485","17-041417",2017-02-04 18:21:49,"traffic","MDC",NA,"NO","NO","Unknown","Unknown","Male",44.96179829,-93.27528018,5,"Whittier"
"11486","17-041418",2017-02-04 18:21:52,"traffic","MDC",NA,"NO","NO","Black","Black","Male",44.95643511,-93.24988942,3,"East Phillips"
"11487","17-041424",2017-02-04 18:27:31,"traffic","MDC",NA,"NO","NO","Unknown","East African","Male",44.94835,-93.27538,5,"Whittier"
"11488","17-041425",2017-02-04 18:27:58,"traffic","MDC",NA,"NO","NO","Unknown","Black","Female",44.96332221,-93.27148389,5,"Steven's Square - Loring Heights"
"11489","17-041436",2017-02-04 18:33:32,"traffic","MDC",NA,"NO","NO","White","White","Male",44.94498,-93.27026,3,"Central"
"11490","17-041441",2017-02-04 18:37:07,"traffic","MDC",NA,"NO","NO","Unknown","Other","Female",44.95733,-93.2944,5,"Lowry Hill East"
"11491","17-041442",2017-02-04 18:37:21,"traffic","MDC",NA,"YES","YES","Black","Black","Male",44.90387,-93.26738,3,"Page"
"11492","17-041445",2017-02-04 18:41:11,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.95591343,-93.29652751,5,"East Isles"
"11493","17-041451",2017-02-04 18:46:11,"traffic","MDC",NA,"NO","NO","Unknown","Latino","Female",44.94954085,-93.27968211,5,"Whittier"
"11494","17-041464",2017-02-04 18:58:34,"suspicious","other",NA,NA,NA,NA,NA,NA,44.9592,-93.2753,5,"Whittier"
"11495","17-041475",2017-02-04 19:09:16,"suspicious","MDC",NA,"NO","NO","Unknown","Latino","Male",45.02132912,-93.23967166,2,"Audubon Park"
"11496","17-041499",2017-02-04 19:25:04,"traffic","MDC",NA,"NO","NO","Black","Black","Male",44.95553285,-93.27722846,5,"Whittier"
"11497","17-041505",2017-02-04 19:29:04,"traffic","MDC",NA,"NO","NO","Unknown","East African","Male",44.95554,-93.28804,5,"Whittier"
"11498","17-041511",2017-02-04 19:34:53,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.9377,-93.28949,5,"CARAG"
"11500","17-041522",2017-02-04 19:44:07,"traffic","MDC",NA,"NO","NO","Unknown","East African","Male",44.94835544,-93.28365334,5,"Lyndale"
"11501","17-041525",2017-02-04 19:49:48,"traffic","MDC",NA,"NO","NO","Unknown","White","Female",44.94926,-93.29828,5,"Lowry Hill East"
"11502","17-041531",2017-02-04 19:52:01,"traffic","MDC",NA,"NO","NO","Unknown","Latino","Female",45.00411164,-93.24735181,2,"Logan Park"
"11503","17-041541",2017-02-04 19:57:38,"suspicious","MDC",NA,"NO","NO","Black","Black","Male",44.97718,-93.2759,1,"Downtown West"
"11504","17-041542",2017-02-04 19:58:10,"traffic","MDC",NA,"NO","NO","Unknown","Black","Male",44.96332,-93.27275923,5,"Steven's Square - Loring Heights"
"11505","17-041546",2017-02-04 20:00:33,"traffic","other",NA,NA,NA,NA,NA,NA,44.95004,-93.28935,5,"Lowry Hill East"
"11506","17-041554",2017-02-04 20:06:22,"traffic","MDC",NA,"NO","NO","Unknown","East African","Male",44.95912104,-93.26055709,3,"Midtown Phillips"
"11507","17-041561",2017-02-04 20:15:05,"traffic","MDC",NA,"NO","NO","Unknown","East African","Male",44.94666,-93.27156,3,"Central"
"11508","17-041565",2017-02-04 20:17:36,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.95915,-93.26766,3,"Phillips West"
"11510","17-041593",2017-02-04 20:46:39,"traffic","MDC",NA,"NO","NO","Black","Black","Male",44.973327,-93.24828175,1,"Cedar Riverside"
"11511","17-041594",2017-02-04 20:46:55,"suspicious","MDC",NA,"NO","NO","Unknown","Unknown","Unknown",44.99741,-93.30067,4,"Near - North"
"11512","17-041598",2017-02-04 20:49:43,"suspicious","other",NA,NA,NA,NA,NA,NA,45.01314,-93.29558,4,"Folwell"
"11513","17-041601",2017-02-04 20:50:18,"traffic","MDC",NA,"NO","NO","Unknown","White","Female",44.99910753,-93.27890309,4,"Near - North"
"11514","17-041611",2017-02-04 20:58:22,"suspicious","MDC",NA,"NO","NO","Unknown","Black","Male",44.96270125,-93.26319235,3,"Ventura Village"
"11515","17-041614",2017-02-04 21:00:41,"traffic","other",NA,NA,NA,NA,NA,NA,44.99911867,-93.28288894,4,"Near - North"
"11516","17-041618",2017-02-04 21:02:35,"traffic","MDC",NA,"NO","NO","White","White","Male",44.94836636,-93.28618688,5,"Whittier"
"11517","17-041621",2017-02-04 21:04:02,"traffic","other",NA,NA,NA,NA,NA,NA,44.94836,-93.28555,5,"Whittier"
"11518","17-041633",2017-02-04 21:10:26,"traffic","MDC",NA,"NO","NO","Black","Black","Male",44.973327,-93.24828175,1,"Cedar Riverside"
"11520","17-041640",2017-02-04 21:20:07,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",44.96913794,-93.28805602,5,"Loring Park"
"11521","17-041647",2017-02-04 21:30:27,"suspicious","MDC",NA,"NO","NO","Unknown","Black","Male",44.98876,-93.25328,2,"Nicollet Island - East Bank"
"11522","17-041664",2017-02-04 21:47:49,"traffic","MDC",NA,"NO","NO","Black","Black","Female",44.96897465,-93.2472583,1,"Cedar Riverside"
"11523","17-041669",2017-02-04 21:52:18,"traffic","MDC",NA,"NO","NO","Unknown","White","Female",44.95286437,-93.29798519,5,"Lowry Hill East"
"11524","17-041671",2017-02-04 21:55:13,"traffic","MDC",NA,"YES","YES","Unknown","Black","Male",45.00602,-93.30821,4,"Jordan"
"11525","17-041678",2017-02-04 22:00:59,"traffic","MDC",NA,"NO","NO","Unknown","White","Male",45.01406587,-93.24733737,2,"Audubon Park"
"11526","17-041679",2017-02-04 22:00:59,"traffic","MDC",NA,"NO","NO","East African","East African","Male",44.97016844,-93.25030407,1,"Cedar Riverside"
"11527","17-041685",2017-02-04 22:04:10,"suspicious","MDC",NA,"NO","NO","Unknown","Unknown","Unknown",44.94133938,-93.2397571,3,"Corcoran"
